Date,Open,High,Low,Close,Adj Close,Volume
2020-05-04,88.900002,88.900002,83.349998,85.400002,85.400002,20169238
2020-05-05,88.650002,90.300003,85.400002,85.949997,85.949997,22255536
2020-05-06,87.000000,90.250000,85.250000,89.500000,89.500000,22020932
2020-05-07,88.500000,92.599998,87.699997,90.750000,90.750000,18495594
2020-05-08,93.500000,94.000000,88.250000,89.099998,89.099998,16444431
2020-05-11,90.300003,92.300003,88.300003,89.599998,89.599998,11132083
2020-05-12,89.000000,90.599998,84.250000,89.750000,89.750000,16957824
2020-05-13,94.050003,100.900002,91.349998,97.349998,97.349998,38175696
2020-05-14,95.000000,97.599998,92.699997,93.500000,93.500000,15151966
2020-05-15,94.449997,96.599998,91.900002,94.550003,94.550003,22659497
2020-05-18,94.949997,95.599998,86.750000,88.050003,88.050003,23716504
2020-05-19,90.000000,94.199997,89.099998,91.650002,91.650002,25064205
2020-05-20,91.000000,95.699997,90.650002,94.949997,94.949997,15271764
2020-05-21,94.949997,99.099998,94.150002,98.000000,98.000000,23227182
2020-05-22,96.800003,99.000000,92.900002,96.599998,96.599998,19185968
2020-05-26,100.199997,110.849998,99.099998,109.150002,109.150002,57513307
2020-05-27,109.150002,116.349998,106.500000,115.050003,115.050003,37503220
2020-05-28,115.050003,120.750000,113.800003,119.099998,119.099998,28096717
2020-05-29,116.099998,122.400002,115.250000,121.550003,121.550003,22712017
2020-06-01,123.199997,131.850006,123.150002,129.600006,129.600006,25816408
2020-06-02,129.600006,131.300003,127.000000,129.300003,129.300003,20594275
2020-06-03,131.000000,132.899994,126.000000,127.400002,127.400002,14628148
2020-06-04,129.500000,138.600006,129.000000,137.050003,137.050003,37112431
2020-06-05,138.949997,147.199997,138.350006,145.449997,145.449997,34572627
2020-06-08,149.449997,150.850006,142.050003,143.699997,143.699997,21469635
2020-06-09,144.699997,149.000000,142.199997,144.199997,144.199997,17744119
2020-06-10,142.500000,145.149994,140.500000,142.250000,142.250000,11731725
2020-06-11,142.000000,147.949997,139.399994,141.000000,141.000000,13322028
2020-06-12,131.250000,143.000000,131.199997,141.649994,141.649994,9828008
2020-06-15,142.699997,143.300003,135.100006,135.899994,135.899994,13177889
2020-06-16,139.500000,146.750000,138.149994,143.500000,143.500000,28554032
2020-06-17,142.149994,142.149994,139.000000,140.000000,140.000000,7375498
2020-06-18,138.550003,145.949997,138.550003,145.149994,145.149994,11222367
2020-06-19,146.050003,148.050003,143.600006,145.699997,145.699997,6878109
2020-06-22,146.000000,146.250000,143.000000,144.399994,144.399994,5207549
2020-06-23,145.000000,148.199997,144.649994,146.250000,146.250000,7806774
